userId,locationId,rating
15,14,0
15,16,2
15,32,0
15,29,5
15,25,3
15,40,4
15,18,0
16,40,3
16,40,0
16,26,0
16,25,5
16,3,5
16,29,1
16,38,4
16,8,5
16,40,5
16,12,0
16,27,3
16,18,4
16,10,4
16,20,0
17,1,5
17,12,4
17,22,5
17,8,4
17,24,1
17,14,3
17,35,2
17,30,1
17,25,1
17,15,0
17,34,1
17,3,0
17,4,2
18,27,3
18,38,4
18,35,2
18,18,3
18,8,4
18,38,3
18,13,2
18,30,1
18,27,5
18,12,3
18,6,0
18,20,3
18,14,0
19,8,2
19,18,0
19,27,5
19,27,2
19,40,5
19,22,5
19,7,3
19,26,2
19,12,2
19,17,3
19,6,1
19,1,4
19,8,1
19,28,3
20,23,1
20,26,3
20,32,4
20,27,2
20,27,5
20,10,2
20,17,5
20,11,0
20,3,0
20,33,5
21,8,1
21,16,1
21,32,5
21,23,5
21,24,4
21,39,4
21,16,4
21,26,4
21,33,5
21,14,3
21,10,2
21,12,5
22,33,2
22,20,3
22,10,1
22,4,4
22,23,1
22,16,1
22,7,2
22,17,0
22,5,4
22,32,0
22,5,3
22,31,0
22,30,3
22,15,0
23,31,1
23,31,4
23,28,5
23,29,2
23,27,2
23,40,0
23,22,4
23,10,1
23,30,1
23,26,1
24,31,2
24,3,3
24,39,5
24,12,5
24,10,2
24,29,5
24,19,5
24,27,4
24,27,3
24,38,3
24,25,1
24,3,4
24,39,2
24,24,0
24,2,2
25,8,4
25,37,0
25,26,0
25,6,0
25,9,0
25,33,2
25,21,3
25,6,2
25,22,1
25,22,3
25,21,0
25,13,5
25,7,0
25,5,2
25,37,3
26,32,5
26,14,1
26,3,5
26,33,2
26,10,3
26,30,5
26,16,0
26,20,4
26,23,3
26,20,0
26,38,5
26,1,0
26,24,2
26,22,2
27,9,5
27,26,3
27,11,5
27,18,2
27,17,4
27,27,3
27,3,4
27,36,3
27,34,4
27,34,1
27,28,0
27,32,3
27,23,4
27,13,0
28,23,1
28,36,4
28,39,0
28,37,0
28,17,3
28,32,2
28,2,4
28,22,5
28,9,1
28,21,3
28,28,3
28,1,3
29,39,5
29,30,0
29,8,1
29,23,4
29,40,2
29,4,4
29,24,3
29,35,4
29,1,5
29,33,5
29,6,1
29,4,3
30,36,1
30,40,2
30,34,4
30,22,0
30,29,4
30,4,5
30,19,0
30,28,1
30,5,1
30,16,1
30,5,3
30,17,4
30,12,5
31,39,1
31,15,3
31,1,3
31,17,0
31,12,0
31,35,2
31,35,3
31,32,5
31,31,1
31,16,2
31,5,0
31,33,5
31,5,3
31,6,3
32,37,3
32,37,5
32,40,3
32,15,4
32,3,0
32,33,5
32,36,0
32,10,3
32,6,0
32,20,4
32,38,2
32,28,5
32,5,3
32,32,4
32,13,1
33,4,0
33,7,4
33,5,0
33,24,5
33,16,4
33,28,1
33,22,2
33,14,3
33,8,5
33,31,2
33,22,3
33,25,0
33,23,4
33,17,1
34,39,1
34,18,4
34,10,5
34,21,5
34,11,3
34,20,5
34,17,0
34,12,5
34,22,3
34,18,0
34,8,4
34,26,4
34,17,2
34,4,1
34,17,3
35,30,1
35,13,0
35,26,3
35,10,1
35,1,2
35,25,3
35,18,1
35,21,5
35,26,1
35,17,1
35,14,0
35,22,0
35,11,4
35,11,1
36,5,2
36,20,3
36,16,4
36,31,5
36,35,1
36,20,2
36,18,2
36,9,0
36,11,5
36,17,3
36,23,1
36,25,4
36,36,3
36,37,5
36,39,5
37,1,0
37,18,0
37,12,2
37,15,5
37,34,1
37,14,5
37,32,5
37,25,0
37,38,5
37,32,4
37,39,5
38,8,1
38,26,0
38,22,5
38,23,0
38,39,2
38,10,1
38,4,1
38,16,0
38,3,2
38,35,2
38,27,2
38,4,4
38,27,3
38,17,0
39,21,2
39,4,0
39,17,5
39,4,1
39,5,4
39,30,5
39,38,4
39,24,5
39,22,5
39,20,0
39,24,2
39,10,4
39,21,5
39,33,2
39,39,0
40,5,1
40,23,4
40,20,0
40,16,5
40,11,2
40,35,2
40,12,3
40,28,4
40,38,5
40,37,3
40,12,0
40,5,5
40,40,5
41,12,5
41,13,5
41,20,1
41,31,4
41,27,0
41,7,0
41,23,4
41,27,5
41,5,5
41,28,3
41,25,3
41,29,4
41,35,1
42,33,1
42,39,0
42,8,3
42,21,0
42,27,3
42,8,1
42,39,2
42,34,3
42,22,1
42,2,0
42,14,5
42,6,1
42,31,5
42,20,1
42,7,3
43,15,1
43,12,4
43,2,5
43,10,4
43,13,4
43,12,1
43,21,3
43,1,2
43,27,1
43,35,4
43,18,2
43,29,3
43,5,1
43,12,2
43,26,5
44,27,3
44,12,5
44,37,1
44,19,2
44,10,3
44,29,5
44,39,3
44,33,1
44,21,4
44,12,0
44,24,4
44,9,0
44,33,4
44,11,1
45,29,0
45,32,1
45,2,2
45,21,3
45,19,2
45,20,1
45,1,3
45,31,0
45,38,0
45,4,0
45,29,4
45,32,0
45,29,3
45,16,4
45,12,1
46,32,2
46,23,0
46,9,3
46,17,3
46,9,1
46,32,3
46,24,1
46,24,5
46,4,5
46,4,0
46,16,0
46,37,5
46,4,4
46,27,5
47,5,2
47,15,5
47,15,4
47,5,5
47,24,1
47,7,0
47,3,1
47,18,1
47,3,4
47,40,4
47,25,0
47,25,5
47,22,3
47,37,1
48,31,3
48,11,5
48,38,1
48,3,1
48,6,0
48,10,1
48,13,4
48,20,5
48,27,2
48,23,1
48,2,1
49,8,5
49,11,3
49,24,4
49,24,0
49,14,1
49,2,3
49,17,2
49,2,5
49,28,1
49,16,0
49,33,1
49,39,1
49,5,0
49,28,0
49,16,4
50,20,0
50,33,5
50,6,1
50,6,2
50,27,4
50,29,1
50,29,5
50,1,4
50,18,5
50,29,0
50,34,2
50,13,4
50,19,5
51,26,0
51,37,1
51,9,5
51,16,1
51,27,4
51,26,1
51,40,3
51,16,4
51,17,5
51,11,1
51,24,1
51,11,0
51,38,0
51,37,5
51,35,3
52,39,3
52,33,2
52,16,1
52,37,3
52,27,1
52,6,4
52,20,4
52,11,2
52,7,5
52,22,0
52,28,3
52,27,0
52,35,5
52,3,1
53,21,5
53,22,1
53,26,5
53,31,5
53,6,4
53,20,0
53,26,0
53,30,4
53,14,2
53,12,2
53,22,4
53,3,4
53,24,1
53,40,4
53,36,2
54,24,2
54,35,3
54,14,5
54,1,1
54,33,2
54,26,2
54,11,3
54,27,0
54,32,0
54,23,5
54,26,3
54,23,4
54,3,2
54,14,1
54,9,1
55,39,3
55,28,5
55,7,4
55,36,5
55,31,2
55,20,4
55,12,0
55,15,3
55,20,5
55,6,3
55,40,3
55,1,1
55,26,2
55,36,0
55,32,4
56,14,0
56,33,1
56,13,4
56,30,2
56,4,1
56,33,2
56,17,2
56,1,2
56,11,4
56,12,1
56,2,4
56,26,4
56,10,1
56,24,3
57,19,3
57,39,1
57,1,4
57,16,5
57,5,0
57,30,1
57,38,1
57,21,3
57,1,3
57,40,5
57,17,4
58,13,4
58,30,3
58,23,1
58,26,3
58,10,1
58,30,4
58,2,5
58,38,3
58,34,2
58,22,1
58,8,5
58,28,3
58,9,4
58,1,4
59,22,3
59,12,5
59,9,5
59,21,5
59,23,2
59,24,1
59,1,3
59,25,2
59,21,1
59,20,0
59,34,1
59,17,1
60,36,4
60,27,4
60,32,2
60,33,3
60,16,4
60,9,4
60,25,5
60,30,2
60,40,3
60,23,0
60,6,2
60,33,4
61,16,2
61,7,5
61,7,0
61,8,1
61,37,2
61,26,2
61,9,1
61,13,5
61,32,1
61,23,5
61,29,3
61,34,1
61,15,0
62,25,0
62,17,1
62,27,4
62,13,3
62,8,2
62,11,1
62,9,0
62,20,2
62,40,5
62,7,1
62,36,4
62,20,3
62,35,0
62,1,5
63,1,2
63,23,2
63,3,1
63,37,3
63,17,1
63,38,5
63,18,5
63,25,0
63,18,1
63,23,4
63,10,3
63,8,3
63,22,3
63,26,4
64,15,4
64,4,0
64,26,4
64,23,5
64,1,4
64,32,5
64,2,0
64,34,0
64,23,3
64,37,5
64,27,5
64,13,4
64,7,0
64,13,5
64,28,4
65,3,4
65,34,1
65,26,5
65,33,0
65,1,1
65,12,4
65,27,2
65,38,2
65,25,3
65,9,2
65,11,0
65,19,1
65,10,3
65,16,1
66,12,1
66,19,5
66,35,1
66,24,5
66,29,5
66,30,3
66,18,2
66,27,2
66,27,0
66,39,1
66,20,2
66,20,3
66,33,5
66,31,2
66,14,5
67,35,3
67,24,0
67,22,2
67,2,3
67,17,2
67,19,0
67,13,2
67,18,4
67,9,5
67,5,0
67,21,0
67,37,2
67,12,1
67,12,2
68,8,1
68,3,0
68,18,3
68,38,1
68,19,1
68,21,2
68,18,4
68,39,5
68,2,2
68,15,1
68,37,4
68,33,3
68,5,0
68,28,5
69,23,3
69,39,0
69,6,1
69,30,5
69,9,5
69,18,3
69,7,4
69,4,3
69,17,0
69,6,5
69,40,1
69,15,5
69,28,1
70,37,1
70,38,5
70,6,4
70,8,1
70,24,3
70,30,3
70,11,0
70,1,0
70,34,3
70,13,5
70,7,0
70,25,2
70,8,2
70,26,1
71,16,2
71,24,1
71,23,0
71,3,0
71,38,4
71,1,5
71,12,3
71,13,5
71,24,2
71,17,5
71,37,2
71,34,2
71,36,2
72,22,4
72,17,4
72,3,2
72,4,0
72,22,2
72,37,1
72,8,5
72,24,0
72,28,2
72,8,4
72,25,0
72,33,2
72,20,3
72,9,3
73,16,3
73,13,5
73,24,3
73,25,0
73,17,2
73,11,0
73,38,4
73,26,0
73,2,1
73,12,0
73,40,0
73,12,1
73,10,4
73,7,1
73,40,5
74,35,1
74,7,4
74,10,0
74,16,2
74,27,4
74,4,4
74,25,1
74,1,0
74,15,4
74,34,5
74,11,4
74,2,1
74,20,2
74,24,3
74,5,5
75,21,4
75,16,2
75,20,5
75,25,5
75,30,1
75,10,1
75,37,1
75,1,0
75,15,5
75,31,5
75,24,3
75,1,1
75,17,3
75,5,4
76,38,0
76,23,1
76,31,2
76,11,5
76,17,4
76,36,3
76,18,2
76,27,3
76,10,3
76,5,5
76,9,5
76,35,1
76,21,2
76,1,2
76,25,1
77,25,4
77,35,5
77,32,0
77,6,2
77,15,1
77,32,5
77,28,5
77,3,1
77,12,0
77,35,2
77,20,3
77,26,2
77,7,2
78,36,0
78,30,2
78,9,4
78,15,4
78,8,2
78,20,5
78,3,3
78,7,1
78,22,1
78,3,4
78,23,1
79,10,1
79,37,3
79,31,1
79,1,2
79,32,3
79,9,2
79,29,1
79,5,3
79,21,2
79,7,2
79,30,0
79,3,3
79,24,0
79,22,5
80,28,0
80,24,0
80,5,3
80,14,1
80,25,4
80,8,5
80,1,3
80,33,4
80,29,0
80,10,0
80,19,2
80,7,1
80,1,2
80,33,2
81,39,1
81,7,4
81,30,2
81,6,4
81,39,2
81,4,5
81,40,3
81,1,3
81,21,4
81,18,5
81,9,4
81,4,3
81,21,5
81,14,2
82,4,5
82,10,2
82,21,2
82,1,1
82,33,3
82,31,3
82,25,2
82,29,3
82,14,2
82,34,1
82,3,3
82,1,2
82,10,3
83,35,4
83,10,1
83,32,5
83,24,1
83,12,5
83,28,1
83,39,2
83,10,2
83,5,4
83,7,5
83,32,3
83,15,0
83,4,0
84,38,0
84,5,3
84,13,2
84,27,3
84,30,2
84,5,5
84,21,0
84,34,1
84,17,0
84,36,0
84,22,2
84,38,1
85,35,2
85,31,3
85,10,1
85,23,0
85,19,0
85,17,2
85,12,5
85,22,2
85,35,0
85,33,3
85,39,3
85,8,2
85,32,4
85,21,1
85,8,1
86,21,1
86,9,4
86,31,3
86,38,1
86,1,5
86,4,4
86,26,3
86,30,4
86,28,2
86,29,2
86,30,0
87,28,3
87,5,1
87,20,0
87,7,4
87,37,2
87,14,4
87,30,0
87,12,4
87,39,2
87,39,0
87,11,5
87,20,5
87,10,4
88,40,3
88,31,4
88,36,5
88,18,2
88,34,2
88,35,0
88,17,1
88,17,3
88,4,3
88,33,0
88,35,2
88,3,5
89,33,2
89,24,2
89,32,0
89,34,4
89,25,5
89,12,1
89,38,2
89,7,2
89,35,3
89,19,4
89,18,1
89,40,1
89,31,1
89,40,0
90,31,3
90,21,2
90,17,2
90,39,0
90,10,5
90,40,4
90,27,5
90,28,2
90,18,2
90,3,0
90,13,3
90,26,5
90,16,5
90,23,0
90,32,0
91,8,4
91,11,2
91,39,4
91,20,5
91,34,0
91,36,4
91,35,0
91,34,3
91,27,5
91,37,0
91,6,0
91,14,2
91,3,0
91,28,0
92,18,3
92,34,4
92,26,5
92,23,2
92,33,2
92,25,0
92,30,5
92,28,1
92,23,0
92,17,0
92,10,3
92,21,4
92,3,0
92,24,3
93,6,0
93,32,0
93,3,5
93,13,2
93,3,3
93,29,1
93,15,4
93,17,5
93,9,1
93,33,3
93,34,4
93,35,0
93,8,0
93,37,3
94,11,2
94,23,2
94,27,3
94,28,3
94,19,1
94,4,3
94,37,0
94,38,3
94,15,4
94,29,3
94,25,5
94,9,4
94,17,1
95,6,4
95,7,5
95,29,4
95,27,2
95,21,5
95,30,1
95,22,4
95,33,4
95,9,3
95,25,0
95,21,0
95,23,3
95,31,4
96,7,2
96,40,4
96,14,0
96,21,0
96,12,2
96,19,4
96,26,1
96,29,0
96,13,0
96,22,3
96,37,0
96,23,4
96,27,4
96,38,3
97,6,1
97,38,0
97,27,0
97,37,5
97,33,0
97,12,3
97,24,2
97,31,5
97,16,5
97,24,5
97,34,3
97,35,0
97,21,3
98,28,1
98,32,0
98,5,1
98,30,0
98,29,5
98,30,5
98,26,4
98,37,3
98,25,3
98,36,4
98,32,5
98,27,3
98,23,1
98,3,5
98,4,1
99,17,5
99,12,1
99,36,1
99,17,4
99,29,1
99,28,3
99,5,4
99,15,4
99,10,0
99,26,1
99,4,0
99,9,2
99,11,3
100,35,5
100,15,0
100,6,0
100,24,0
100,33,5
100,16,0
100,4,4
100,24,4
100,8,0
100,1,0
100,9,0
100,2,1
100,4,5
101,16,2
101,1,5
101,27,1
101,18,5
101,21,0
101,4,5
101,22,2
101,8,5
101,1,1
101,6,0
101,8,0
101,35,1
101,18,1
101,2,4
101,8,4
102,37,4
102,10,2
102,38,1
102,7,1
102,2,5
102,22,1
102,17,0
102,30,4
102,12,1
102,21,2
102,29,0
102,4,3
103,36,4
103,5,0
103,11,5
103,33,0
103,24,1
103,28,5
103,11,1
103,24,5
103,12,5
103,15,3
103,28,1
103,15,1
103,5,1
103,25,5
104,38,3
104,25,1
104,10,2
104,12,4
104,5,5
104,24,1
104,8,4
104,22,5
104,11,5
104,40,4
104,21,0
104,26,2
104,27,2
105,5,1
105,15,0
105,3,4
105,25,4
105,7,5
105,34,2
105,37,2
105,28,5
105,16,1
105,21,1
105,4,3
105,11,3
105,6,2
105,37,5
106,34,1
106,15,2
106,17,5
106,26,1
106,33,4
106,16,5
106,4,2
106,7,1
106,19,2
106,34,5
106,11,3
106,39,2
106,13,1
106,24,4
107,30,3
107,15,4
107,21,5
107,20,1
107,14,2
107,37,1
107,38,5
107,37,5
107,21,2
107,39,3
107,23,5
108,23,2
108,29,0
108,4,2
108,33,5
108,29,5
108,37,1
108,36,4
108,34,0
108,22,3
108,20,5
108,30,5
108,6,4
108,7,1
108,21,5
109,26,1
109,33,4
109,40,5
109,1,3
109,22,4
109,1,5
109,34,4
109,34,2
109,4,4
109,23,4
109,15,4
110,33,2
110,15,3
110,19,2
110,25,3
110,19,0
110,39,5
110,13,2
110,22,5
110,17,4
110,24,4
110,3,3
110,18,1
110,2,1
110,39,2
110,14,4
111,10,1
111,19,5
111,18,3
111,12,1
111,23,2
111,28,3
111,13,1
111,11,1
111,25,2
111,29,0
111,27,1
111,35,4
111,36,0
111,13,5
112,18,2
112,31,2
112,35,2
112,30,4
112,11,2
112,12,2
112,25,1
112,6,4
112,9,5
112,38,0
112,28,3
112,19,0
112,22,4
112,7,3
113,6,5
113,7,0
113,32,3
113,40,3
113,23,2
113,17,5
113,34,1
113,8,4
113,35,1
113,36,4
113,5,3
113,33,3
113,21,1
114,13,0
114,27,5
114,26,1
114,37,1
114,8,1
114,30,5
114,33,3
114,2,1
114,37,4
114,28,2
114,15,3
114,13,2
114,20,1
114,40,0
114,16,4
115,24,1
115,21,4
115,38,2
115,8,1
115,28,0
115,21,2
115,17,0
115,28,5
115,1,2
115,31,5
115,17,4
115,10,4
115,1,4
116,12,4
116,38,5
116,34,1
116,19,4
116,19,5
116,15,5
116,5,1
116,37,1
116,15,2
116,31,2
116,23,0
116,28,3
116,16,1
116,20,2
116,5,4
117,14,5
117,17,2
117,34,3
117,13,4
117,25,5
117,22,1
117,10,4
117,36,0
117,8,5
117,14,1
117,24,3
117,40,4
117,26,0
118,30,4
118,26,3
118,39,1
118,15,5
118,31,5
118,25,1
118,29,4
118,13,1
118,38,3
118,17,5
118,29,2
118,31,4
118,5,1
118,39,0
119,27,1
119,23,3
119,16,0
119,16,1
119,24,0
119,24,4
119,32,5
119,4,5
119,40,5
119,18,1
119,25,5
120,23,5
120,38,1
120,3,4
120,25,3
120,32,5
120,1,5
120,10,5
120,19,5
120,14,3
120,36,1
120,7,3
120,9,2
120,24,3
120,17,0
120,2,1
121,13,2
121,15,4
121,5,4
121,38,4
121,8,3
121,38,3
121,8,1
121,2,4
121,16,0
121,39,1
121,10,4
121,3,0
122,32,2
122,20,1
122,4,4
122,13,0
122,15,2
122,32,1
122,12,4
122,13,2
122,32,4
122,2,2
122,11,2
122,32,0
122,39,1
122,6,4
122,19,5
123,28,2
123,2,1
123,28,1
123,17,0
123,12,4
123,8,4
123,9,4
123,30,3
123,1,0
123,27,2
123,15,4
123,37,0
123,19,0
123,12,2
124,2,4
124,8,3
124,18,0
124,38,4
124,10,2
124,38,2
124,15,1
124,34,3
124,15,0
124,33,5
124,37,4
124,11,3
124,9,2
124,17,0
125,12,2
125,32,0
125,38,3
125,30,1
125,10,0
125,12,1
125,38,4
125,12,3
125,1,0
125,20,1
125,3,3
125,33,1
125,34,4
125,36,5
125,1,2
126,38,3
126,1,3
126,9,5
126,20,4
126,24,2
126,35,0
126,31,0
126,29,4
126,30,5
126,4,5
126,8,5
126,30,4
126,25,4
126,35,2
127,34,3
127,28,0
127,21,4
127,8,1
127,37,4
127,12,2
127,7,3
127,22,4
127,27,2
127,7,2
127,28,2
127,39,1
127,32,5
127,35,4
128,2,3
128,4,0
128,36,3
128,35,4
128,2,5
128,21,2
128,2,1
128,11,4
128,17,1
128,16,0
128,18,1
128,37,1
128,40,1
129,29,4
129,26,4
129,19,1
129,14,0
129,7,1
129,32,2
129,27,5
129,11,4
129,16,5
129,22,5
129,11,2
129,27,4
129,19,0
129,37,0
129,5,1
130,13,3
130,32,0
130,16,1
130,1,4
130,26,2
130,8,0
130,19,5
130,18,2
130,35,0
130,32,2
130,12,5
130,36,2
130,9,1
130,36,3
130,11,3
131,1,3
131,28,4
131,12,4
131,23,2
131,3,3
131,19,5
131,6,4
131,1,5
131,13,0
131,20,1
131,18,4
131,37,4
131,36,0
131,39,2
131,12,5
132,6,5
132,28,5
132,40,1
132,36,5
132,16,0
132,39,3
132,9,1
132,30,0
132,25,5
132,40,3
132,10,5
132,36,4
132,19,4
132,20,0
132,28,2
133,16,0
133,29,0
133,35,4
133,28,4
133,28,5
133,25,0
133,2,5
133,26,2
133,28,2
133,25,4
133,23,4
133,7,1
133,13,4
133,38,3
133,33,3
134,14,3
134,32,4
134,27,3
134,28,0
134,1,3
134,35,2
134,10,1
134,25,4
134,27,5
134,6,5
134,29,5
134,22,3
135,8,0
135,17,1
135,35,2
135,34,5
135,28,4
135,2,4
135,7,2
135,23,3
135,15,5
135,4,2
135,1,5
135,16,0
135,36,4
135,8,5
135,34,2
136,39,5
136,12,5
136,21,4
136,38,3
136,28,2
136,12,3
136,25,5
136,16,1
136,26,2
136,26,4
136,6,0
136,40,4
136,34,1
136,13,1
137,27,1
137,26,1
137,2,3
137,20,3
137,15,2
137,6,2
137,1,2
137,17,5
137,33,3
137,11,5
137,4,0
137,38,4
137,5,5
138,6,5
138,4,1
138,32,3
138,4,4
138,12,3
138,3,2
138,1,1
138,35,4
138,13,1
138,6,4
138,13,0
138,6,1
138,9,2
138,6,0
138,13,3
139,6,5
139,23,1
139,40,1
139,18,2
139,20,4
139,8,3
139,5,4
139,39,3
139,28,0
139,20,0
139,17,2
139,8,1
139,2,0
139,11,2
140,27,2
140,17,3
140,8,5
140,1,4
140,31,5
140,17,5
140,12,1
140,12,5
140,4,5
140,14,5
140,31,0
140,11,3
140,40,4
140,2,1
140,28,3
141,22,1
141,4,0
141,20,2
141,14,1
141,18,3
141,14,3
141,13,2
141,10,1
141,5,3
141,34,3
141,19,4
141,3,5
141,36,5
141,36,0
141,7,3
142,33,2
142,8,3
142,28,4
142,32,2
142,1,5
142,9,2
142,8,2
142,20,2
142,35,5
142,34,5
142,18,3
142,5,4
143,10,4
143,18,2
143,19,2
143,4,4
143,31,5
143,19,4
143,33,3
143,39,5
143,37,5
143,30,1
143,4,0
143,3,5
143,39,4
144,1,3
144,23,0
144,16,4
144,12,0
144,19,3
144,31,0
144,13,1
144,35,5
144,2,4
144,18,1
144,7,2
144,14,5
144,2,3
144,19,5
145,16,3
145,23,3
145,17,3
145,1,2
145,34,0
145,36,5
145,29,2
145,2,1
145,35,4
145,23,4
145,28,1
145,7,0
145,10,2
145,2,3
145,20,3
146,5,5
146,17,4
146,32,5
146,9,3
146,35,3
146,17,2
146,2,0
146,15,0
146,25,1
146,23,2
146,5,1
146,12,1
146,28,0
147,28,2
147,1,5
147,25,5
147,39,2
147,4,4
147,14,5
147,22,5
147,21,5
147,28,5
147,37,3
147,31,1
147,32,0
147,30,5
148,26,0
148,38,1
148,29,5
148,8,4
148,37,2
148,35,2
148,16,5
148,15,4
148,7,3
148,32,3
148,34,1
148,29,0
148,29,4
149,9,0
149,21,2
149,39,1
149,3,2
149,24,2
149,20,0
149,15,5
149,7,3
149,32,1
149,27,2
149,18,4
149,12,1
149,3,3
149,1,0
150,35,4
150,15,5
150,25,0
150,24,0
150,7,0
150,5,3
150,6,0
150,8,3
150,4,3
150,11,1
150,9,1
150,14,2
150,16,4
150,32,5
150,37,4
151,1,0
151,20,2
151,18,0
151,33,3
151,22,3
151,7,2
151,7,1
151,9,3
151,35,1
151,21,1
151,39,5
151,28,0
151,5,5
151,33,4
152,32,3
152,24,2
152,6,0
152,28,2
152,1,4
152,21,5
152,37,4
152,20,3
152,33,2
152,1,0
152,30,3
152,31,3
152,18,5
153,40,1
153,24,5
153,21,0
153,4,2
153,33,2
153,1,2
153,6,3
153,31,1
153,1,4
153,40,3
153,15,2
153,24,2
153,10,4
154,9,0
154,21,5
154,36,1
154,26,1
154,3,0
154,3,2
154,39,0
154,21,2
154,39,2
154,35,1
154,25,0
154,17,2
154,8,2
155,5,1
155,6,0
155,39,0
155,34,4
155,11,2
155,32,5
155,12,3
155,29,5
155,28,5
155,24,3
155,1,3
155,36,4
155,37,4
155,19,2
155,24,5
156,27,4
156,15,4
156,3,3
156,4,2
156,26,0
156,34,4
156,40,4
156,33,2
156,37,4
156,1,2
156,34,0
156,7,5
156,37,1
156,29,0
156,16,0
157,12,3
157,11,0
157,23,5
157,20,0
157,6,0
157,17,5
157,38,1
157,38,5
157,13,5
157,34,1
157,24,5
157,34,0
157,37,0
157,30,2
157,10,1
158,37,5
158,1,3
158,2,1
158,38,2
158,21,1
158,37,2
158,9,1
158,9,5
158,19,5
158,35,1
158,27,5
158,6,1
158,12,3
158,32,0
159,1,2
159,6,5
159,40,1
